Name,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland | Jonathan,OAK,2008,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland | Jonathan,OAK,2009,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holley | Jesse,DAL,2010,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holley | Jesse,DAL,2011,16,,,,7,7,169,,,,,,,,,,,,,,,,,,,,,,,,,
Holliday | Trindon,HOU,2012,15,,,,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Andre,DAL,2012,7,,,,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,NYJ,2010,12,2,17,,95,52,746,6,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,NYJ,2011,16,3,27,,98,51,654,8,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,NYJ,2012,4,,,,41,20,272,1,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,PIT,2006,16,1,13,,83,49,824,2,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,PIT,2007,13,5,17,,85,52,942,8,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,PIT,2008,15,2,9,,114,55,821,5,,,,,,,,,,,,,,,,,,,,,,,,
Holmes | Santonio,PIT,2009,16,3,6,,138,79,1248,5,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Glenn,CIN,2006,1,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Glenn,CIN,2007,16,2,2,,24,16,143,1,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Glenn,CIN,2008,15,,,,11,3,26,1,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,JAC,2009,15,,,,103,51,722,,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,STL,2004,16,,,,133,94,1372,10,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,STL,2005,14,1,2,,169,102,1331,9,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,STL,2006,16,,,,186,93,1188,10,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,STL,2007,16,,,,149,93,1189,7,,,,,,,,,,,,,,,,,,,,,,,,
Holt | Torry,STL,2008,16,,,,119,64,796,3,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Chris,KC,2004,8,1,12,,27,15,178,1,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Chris,KC,2005,8,,,,30,18,187,,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Joe,ATL,2007,12,,,,52,27,243,1,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Joe,NO,2004,16,,,,151,94,1399,11,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Joe,NO,2005,13,,,,104,49,654,1,,,,,,,,,,,,,,,,,,,,,,,,
Horn | Joe,NO,2006,10,,,,62,37,679,4,,,,,,,,,,,,,,,,,,,,,,,,
Horne | Jeremy,KC,2010,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horne | Jeremy,KCC,2011,9,1,5,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,BAL,2010,16,,,,57,30,398,3,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,CIN,2004,15,6,51,,107,73,978,4,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,CIN,2005,14,8,62,1,118,78,956,7,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,CIN,2006,14,3,6,,133,90,1081,9,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,CIN,2007,16,5,14,,169,112,1143,12,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,CIN,2008,15,1,9,,137,92,904,4,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,OAK,2011,9,,,,19,11,146,1,,,,,,,,,,,,,,,,,,,,,,,,
Houshmandzadeh | T.J.,SEA,2009,16,,,,135,79,911,3,,,,,,,,,,,,,,,,,,,,,,,,
Howry | Keenan,MIN,2004,1,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
Hubbard | Paul,BUF,2010,1,,,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Hughes | Nate,JAC,2009,8,,,,12,5,70,1,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,CHI,2011,12,,,,15,8,109,,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,DAL,2006,6,,,,12,5,75,,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,DAL,2007,16,,,,37,19,314,1,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,DAL,2008,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,DAL,2009,16,,,,12,7,121,1,,,,,,,,,,,,,,,,,,,,,,,,
Hurd | Sam,DAL,2010,15,,,,23,14,120,,,,,,,,,,,,,,,,,,,,,,,,,
Hymes | Randy,BAL,2004,11,,,,51,26,323,2,,,,,,,,,,,,,,,,,,,,,,,,
Hymes | Randy,BAL,2005,14,,,,33,11,132,2,,,,,,,,,,,,,,,,,,,,,,,,
Iglesias | Juaquin,CHI,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Chad,DEN,2008,4,,,,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Chad,NE,2006,10,4,22,,18,12,154,3,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Darrell,DEN,2008,12,,,,21,12,190,1,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Darrell,SEA,2004,16,,,,155,87,1207,7,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Darrell,SEA,2005,6,1,7,,58,38,482,3,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Darrell,SEA,2006,13,,,,112,63,956,10,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Darrell,SF,2007,15,,,,104,46,497,3,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | DeSean,PHI,2008,16,17,96,1,121,62,912,2,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | DeSean,PHI,2009,15,11,137,1,117,62,1156,9,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | DeSean,PHI,2010,14,16,104,1,96,47,1056,6,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | DeSean,PHI,2011,15,7,41,,104,58,961,4,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | DeSean,PHI,2012,11,3,-7,,87,45,700,2,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Dexter,TB,2008,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Frisman,CLE,2004,8,1,4,,19,13,168,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Frisman,CLE,2005,11,,,,42,24,287,1,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Nate,DEN,2004,5,,,,11,8,73,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Nate,DEN,2005,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2005,3,,,,6,3,59,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2006,13,3,16,,57,27,453,6,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2007,16,,,,80,41,623,3,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2008,16,4,69,,101,59,1098,7,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2009,15,3,11,,107,68,1167,9,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SD,2010,5,1,14,,24,14,248,3,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,SDC,2011,16,3,51,,115,60,1106,9,,,,,,,,,,,,,,,,,,,,,,,,
Jackson | Vincent,TBB,2012,16,,,,147,72,1384,8,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs | Taylor,DEN,2007,10,1,,,9,3,40,1,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs | Taylor,SF,2006,3,,,,13,4,29,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs | Taylor,WAS,2004,8,1,-6,,26,16,178,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs | Taylor,WAS,2005,6,,,,24,11,100,,,,,,,,,,,,,,,,,,,,,,,,,
James | Brandon,IND,2010,3,,,,11,6,40,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett | Dwayne,CAR,2007,7,1,11,,13,6,73,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett | Dwayne,CAR,2008,9,,,,19,10,119,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett | Dwayne,CAR,2009,13,,,,30,17,196,1,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett | Dwayne,CAR,2010,3,,,,5,2,40,,,,,,,,,,,,,,,,,,,,,,,,,
Jean | Lestar,HOU,2012,14,,,,12,6,151,1,,,,,,,,,,,,,,,,,,,,,,,,
Jeffery | Alshon,CHI,2012,10,,,,48,24,367,3,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | A.J.,SFO,2012,3,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Darnell,HOU,2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Justin,BUF,2007,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Justin,BUF,2008,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Justin,BUF,2009,12,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2004,8,1,2,,16,7,119,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2005,14,,,,71,36,508,3,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2006,16,1,2,,86,39,436,7,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2007,15,,,,85,53,532,4,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2008,16,,,,81,50,777,3,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2009,15,,,,90,50,635,1,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,ATL,2010,11,,,,73,41,505,2,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,MIN,2011,11,,,,55,38,466,3,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins | Michael,MIN,2012,16,,,,72,40,449,2,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Adam,ATL,2006,1,1,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Adam,ATL,2007,16,,,,6,6,62,1,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Adam,DET,2008,14,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Adam,DET,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GB,2006,14,,,,106,45,632,3,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GB,2007,13,,,,84,53,920,12,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GB,2008,16,,,,140,80,1292,9,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GB,2009,16,,,,118,68,1113,4,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GB,2010,16,1,-1,,124,76,1265,12,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GBP,2011,13,,,,101,67,949,9,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Greg,GBP,2012,8,,,,62,36,366,4,,,,,,,,,,,,,,,,,,,,,,,,
Jennings | Michael,NYG,2006,4,2,12,,9,5,49,,,,,,,,,,,,,,,,,,,,,,,,,
Jernigan | Jerrel,NYG,2011,8,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Jernigan | Jerrel,NYG,2012,9,1,6,,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2004,16,4,12,,136,79,1142,6,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2005,13,6,10,,113,63,688,2,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2006,16,3,14,,162,103,1147,5,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2007,9,,,,86,60,851,8,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2008,16,,,,170,115,1575,8,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2009,16,2,10,,171,101,1569,9,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2010,13,2,10,,138,86,1216,8,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2011,7,1,8,,51,33,492,2,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Andre,HOU,2012,16,,,,162,112,1598,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bethel,MIN,2006,8,3,10,,20,9,156,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bethel,NE,2004,9,2,8,,18,10,174,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bethel,NE,2005,4,,,,6,4,67,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,ARI,2004,15,2,-6,,102,49,537,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,ARI,2005,14,1,0,,73,40,432,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,ARI,2006,16,1,-3,,74,40,740,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,ARI,2007,16,,,,89,46,528,2,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,DET,2009,16,,,,87,35,417,3,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,DET,2010,14,,,,49,18,210,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,HOU,2011,15,1,1,,13,6,90,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Bryant,SF,2008,16,,,,75,45,546,3,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2007,15,4,52,1,95,48,756,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2008,16,3,-1,,151,78,1331,12,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2009,14,7,73,,136,67,984,5,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2010,15,4,32,,137,77,1120,12,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2011,16,1,11,,158,96,1681,16,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Calvin,DET,2012,16,,,,204,122,1964,5,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2004,16,4,39,,163,95,1274,9,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2005,16,5,33,,163,97,1432,9,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2006,16,6,24,,145,87,1370,7,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2007,16,6,47,,161,93,1440,8,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2008,13,,,,97,53,540,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2009,16,3,32,,128,72,1047,9,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,CIN,2010,14,,,,126,67,831,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Chad,NEP,2011,15,,,,32,15,276,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Damaris,PHI,2012,14,3,12,,31,19,256,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Jaymar,MIN,2009,6,,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Kevin,BAL,2004,16,,,,62,35,373,1,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Kevin,DET,2005,6,,,,30,17,133,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Keyshawn,CAR,2006,16,1,4,1,130,70,815,4,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Keyshawn,DAL,2004,16,2,13,,111,70,986,6,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Keyshawn,DAL,2005,16,1,3,,129,71,839,6,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Manuel,DAL,2010,2,,,,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Patrick,BAL,2005,3,,,,6,2,31,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Steve,BUF,2008,11,1,6,,14,10,102,2,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Steve,BUF,2009,5,,,,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Steve,BUF,2011,16,,,,133,76,1004,7,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Steve,BUF,2010,16,,,,142,82,1073,10,,,,,,,,,,,,,,,,,,,,,,,,
Johnson | Steve,BUF,2012,16,,,,148,79,1046,6,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Brandon,SF,2009,8,,,,5,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Brandon,TEN,2005,9,1,1,,44,23,299,2,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Brandon,TEN,2006,16,1,3,,62,27,384,4,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Brandon,TEN,2007,9,2,37,,34,21,248,2,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Brandon,TEN,2008,16,2,35,,62,41,449,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Donald,BUF,2010,15,3,1,,41,18,213,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Donald,BUF,2011,8,1,2,,46,23,231,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Donald,BUF,2012,12,,,,67,41,443,4,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,BAL,2012,16,1,6,,55,30,406,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,HOU,2007,14,3,,,24,15,149,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,HOU,2008,16,1,-5,,5,3,81,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,HOU,2009,14,3,22,,40,27,437,6,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,HOU,2010,15,2,7,,78,51,562,3,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jacoby,HOU,2011,16,4,17,,65,31,512,2,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jamal,GB,2005,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Jamal,NO,2006,4,,,,9,6,108,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GB,2007,16,,,,80,47,676,2,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GB,2008,10,,,,30,20,274,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GB,2009,16,,,,63,32,440,5,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GB,2010,16,,,,87,50,679,5,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GBP,2011,16,,,,55,38,635,7,,,,,,,,,,,,,,,,,,,,,,,,
Jones | James,GBP,2012,16,,,,100,64,784,14,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Julio,ATL,2011,13,6,56,,94,54,959,8,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Julio,ATL,2012,16,6,30,,128,79,1198,10,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Marcel,WAS,2011,13,,,,26,12,137,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Mark,CAR,2008,16,,,,3,2,32,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Mark,TEN,2009,3,,,,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Marvin,CIN,2012,11,3,47,,32,18,201,1,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Matt,JAC,2007,12,,,,50,24,317,4,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Matt,JAC,2008,12,,,,108,65,761,2,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Matt,JAX,2005,16,12,51,,66,36,432,5,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Matt,JAX,2006,13,1,-6,,70,41,643,4,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Nate,STL,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones | Onrea,ARI,2010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurevicius | Joe,CLE,2006,11,,,,67,40,495,3,,,,,,,,,,,,,,,,,,,,,,,,
Jurevicius | Joe,CLE,2007,16,,,,81,50,614,3,,,,,,,,,,,,,,,,,,,,,,,,
Jurevicius | Joe,SEA,2005,16,,,,82,55,694,10,,,,,,,,,,,,,,,,,,,,,,,,
Jurevicius | Joe,TB,2004,10,,,,37,27,333,2,,,,,,,,,,,,,,,,,,,,,,,,
Kasper | Kevin,DET,2006,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasper | Kevin,NE,2004,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly | Malcolm,WAS,2008,5,,,,11,3,18,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly | Malcolm,WAS,2009,16,,,,41,25,347,,,,,,,,,,,,,,,,,,,,,,,,,
Kennison | Eddie,KC,2004,14,2,15,,104,62,1086,8,,,,,,,,,,,,,,,,,,,,,,,,
Kennison | Eddie,KC,2005,16,7,43,,112,68,1102,5,,,,,,,,,,,,,,,,,,,,,,,,
Kennison | Eddie,KC,2006,16,4,16,,105,53,860,5,,,,,,,,,,,,,,,,,,,,,,,,
Kennison | Eddie,KC,2007,8,1,5,,26,13,101,,,,,,,,,,,,,,,,,,,,,,,,,
Kennison | Eddie,STL,2008,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent | Jordan,SEA,2008,9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent | Jordan,STL,2009,5,,,,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Kerley | Jeremy,NYJ,2011,14,5,28,,48,29,314,1,,,,,,,,,,,,,,,,,,,,,,,,
Kerley | Jeremy,NYJ,2012,16,5,8,,95,56,827,2,,,,,,,,,,,,,,,,,,,,,,,,
Kight | Kelvin,NE,2006,3,1,8,,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
King | Andre,CLE,2004,4,,,,7,5,49,,,,,,,,,,,,,,,,,,,,,,,,,
Kircus | David,DEN,2006,9,,,,26,9,187,,,,,,,,,,,,,,,,,,,,,,,,,
Kircus | David,DET,2004,3,,,,8,3,68,1,,,,,,,,,,,,,,,,,,,,,,,,
Knox | Johnny,CHI,2009,15,,,,80,45,527,5,,,,,,,,,,,,,,,,,,,,,,,,
Knox | Johnny,CHI,2010,16,1,2,,100,51,960,5,,,,,,,,,,,,,,,,,,,,,,,,
Knox | Johnny,CHI,2011,14,,,,69,37,727,2,,,,,,,,,,,,,,,,,,,,,,,,
Komar | Max,ARI,2010,8,,,,22,12,117,,,,,,,,,,,,,,,,,,,,,,,,,
LaFell | Brandon,CAR,2010,14,1,60,,77,38,468,1,,,,,,,,,,,,,,,,,,,,,,,,
LaFell | Brandon,CAR,2011,16,,,,56,36,613,3,,,,,,,,,,,,,,,,,,,,,,,,
LaFell | Brandon,CAR,2012,14,3,35,,76,44,677,4,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence | Quinten,KC,2009,6,2,42,,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Lee | Charles,ARI,2005,6,,,,17,11,152,,,,,,,,,,,,,,,,,,,,,,,,,
Lee | Charles,TB,2004,6,,,,22,15,207,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Higgins | Johnnie,OAK,2009,15,2,21,,45,19,263,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Higgins | Johnnie,OAK,2010,13,,,,30,10,103,,,,,,,,,,,,,,,,,,,,,,,,,
Lelie | Ashley,ATL,2006,15,,,,69,28,430,1,,,,,,,,,,,,,,,,,,,,,,,,
Lelie | Ashley,DEN,2004,16,3,5,,106,54,1084,7,,,,,,,,,,,,,,,,,,,,,,,,
Lelie | Ashley,DEN,2005,16,5,84,,92,42,770,1,,,,,,,,,,,,,,,,,,,,,,,,
Lelie | Ashley,OAK,2008,13,,,,45,11,197,2,,,,,,,,,,,,,,,,,,,,,,,,
Lelie | Ashley,SF,2007,15,,,,26,10,115,,,,,,,,,,,,,,,,,,,,,,,,,
LeRibeus | Josh,NEP,2011,16,,,,3,1,46,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Derrick,HOU,2006,1,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,MIN,2009,13,,,,11,8,96,1,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,MIN,2010,13,,,,36,17,197,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,PHI,2004,14,4,16,,37,17,183,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,PHI,2005,16,2,13,,107,48,561,1,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,PHI,2006,15,,,,35,24,348,2,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,PHI,2007,15,,,,23,13,265,3,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Greg,PHI,2008,16,,,,35,19,247,1,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Jermaine,JAX,2004,1,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis | Michael,NO,2004,5,,,,12,8,127,,,,,,,,,,,,,,,,,,,,,,,,,
Little | Greg,CLE,2011,16,3,15,,120,61,709,2,,,,,,,,,,,,,,,,,,,,,,,,
Little | Greg,CLE,2012,16,2,15,,92,53,647,4,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,CHI,2008,11,,,,50,26,364,2,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,DEN,2009,2,,,,18,8,117,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,DEN,2010,16,1,-18,,153,77,1448,11,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,DEN,2011,15,,,,150,70,966,5,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,NEP,2012,16,,,,130,74,911,4,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,SF,2004,13,,,,93,43,565,6,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,SF,2005,16,,,,117,48,733,5,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,WAS,2006,14,,,,62,24,388,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd | Brandon,WAS,2007,8,,,,11,2,14,,,,,,,,,,,,,,,,,,,,,,,,,
Lockette | Ricardo,SEA,2011,2,,,,4,2,105,1,,,,,,,,,,,,,,,,,,,,,,,,
Logan | Stefan,DET,2010,16,15,95,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
